Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,118.47000122070312,118.80000305175781,104.63999938964844,108.0999984741211,108.0999984741211,231402800
2023-01-04,109.11000061035156,114.58999633789062,107.5199966430664,113.63999938964844,113.63999938964844,180389000
2023-01-05,110.51000213623047,111.75,107.16000366210938,110.33999633789062,110.33999633789062,157986300
2023-01-06,103.0,114.38999938964844,101.80999755859375,113.05999755859375,113.05999755859375,220575900
2023-01-09,118.95999908447266,123.5199966430664,117.11000061035156,119.7699966430664,119.7699966430664,190284000
2023-01-10,121.06999969482422,122.76000213623047,114.91999816894531,118.8499984741211,118.8499984741211,167642500
2023-01-11,122.08999633789062,125.94999694824219,120.51000213623047,123.22000122070312,123.22000122070312,183810800
2023-01-12,122.55999755859375,124.12999725341797,117.0,123.55999755859375,123.55999755859375,169400900
2023-01-13,116.55000305175781,122.62999725341797,115.5999984741211,122.4000015258789,122.4000015258789,180439300
2023-01-17,125.69999694824219,131.6999969482422,125.0199966430664,131.49000549316406,131.49000549316406,186477000
2023-01-18,136.55999755859375,136.67999267578125,127.01000213623047,128.77999877929688,128.77999877929688,195680300
2023-01-19,127.26000213623047,129.99000549316406,124.30999755859375,127.16999816894531,127.16999816894531,170291900
2023-01-20,128.67999267578125,133.50999450683594,127.3499984741211,133.4199981689453,133.4199981689453,138429900
2023-01-23,135.8699951171875,145.3800048828125,134.27000427246094,143.75,143.75,203119200
2023-01-24,143.0,146.5,141.10000610351562,143.88999938964844,143.88999938964844,158699100
2023-01-25,141.91000366210938,146.41000366210938,138.07000732421875,144.42999267578125,144.42999267578125,192734300
2023-01-26,159.97000122070312,161.4199981689453,154.75999450683594,160.27000427246094,160.27000427246094,234815100
2023-01-27,162.42999267578125,180.67999267578125,161.1699981689453,177.89999389648438,177.89999389648438,305632100
2023-01-30,178.0500030517578,179.77000427246094,166.5,166.66000366210938,166.66000366210938,230878800
2023-01-31,164.57000732421875,174.3000030517578,162.77999877929688,173.22000122070312,173.22000122070312,196813500
2023-02-01,173.88999938964844,183.80999755859375,169.92999267578125,181.41000366210938,181.41000366210938,213806300
2023-02-02,187.3300018310547,196.75,182.61000061035156,188.27000427246094,188.27000427246094,217448300
2023-02-03,183.9499969482422,199.0,183.69000244140625,189.97999572753906,189.97999572753906,231684200
2023-02-06,193.00999450683594,198.1699981689453,189.9199981689453,194.75999450683594,194.75999450683594,186188100
2023-02-07,196.42999267578125,197.5,189.5500030517578,196.80999755859375,196.80999755859375,186010300
2023-02-08,196.10000610351562,203.0,194.30999755859375,201.2899932861328,201.2899932861328,180673600
2023-02-09,207.77999877929688,214.0,204.77000427246094,207.32000732421875,207.32000732421875,215431400
2023-02-10,202.22999572753906,206.1999969482422,192.88999938964844,196.88999938964844,196.88999938964844,204193800
2023-02-13,194.4199981689453,196.3000030517578,187.61000061035156,194.63999938964844,194.63999938964844,172475500
2023-02-14,191.94000244140625,209.82000732421875,189.44000244140625,209.25,209.25,216455700
2023-02-15,211.75999450683594,214.66000366210938,206.11000061035156,214.24000549316406,214.24000549316406,182108600
